reviewID,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,label
335,5,TRUE,"09 10, 2015",ALA4C2Z186K2U,6050036071,Jordan,"There are no problems with it, it works great for Rock Band, detects an accurate pitch and everything.",it works great for Rock Band,1441843200,0
339,5,TRUE,"11 15, 2014",ADLKZMNMVGA0Y,2005263,Grandma Sandy,Best one I've read so far of Hillerman's (#4). I think this might have been his last one.,Five Stars,1416009600,0
340,5,TRUE,"12 2, 2008",A396R6L5W7VHXB,1932836438,Sheri Newton Maxwell,"I'm a big Harry Potter fan, so once I found this item for sale I just knew I had to purchase it. I'm quite glad I did. The quality of this item is great for reading in the dark. The interchangeable switches featuring Harry Potter symbols is a great enhancement to this product as well. I'm very happy with my purchase!",Lumos!,1228176000,0
342,5,FALSE,"03 31, 2006",A2Y739CRM15WDL,1932836438,Sires,"The idea of the Lightwedge itself, a sheet of high grade acrylic that spreads the light from small LCD lights across the entire page of the book is clever enough. It is clear and bright enough to read comfortably by without distracting a bedmate or a seatmate. Add to this a Harry Potter theme with interchangeable snap-on Potter emblems that allow a custom touch, and you have a great gift for that Potter fan in your life. If that Potter fan is the right age you might even lead to the extinction of trying to read by flash light under the covers.",I Agree Fantastic Gadget,1143763200,1
343,5,TRUE,"03 05, 2015",A3VLU135Y2SVYJ,6050036071,thaz,good,Five Stars,1425513600,0
345,5,TRUE,"01 29, 2006",A24K6CTE0YQPFL,1932836438,Cydni Perkins,"This is fantastic for reading in the car at night without distracting the person driving. When I was at my mom's house over the holidays, this went with me wherever I went.","Yep, I love it.",1138492800,1
349,5,TRUE,"12 8, 2014",A7MMJPMJ6DP6Y,6050036071,Christian,This microphone hooked right into the Xbox and worked on par with all expectations.,Works perfectly.,1417996800,0
354,5,TRUE,"12 22, 2010",AWARF7L5BG5PJ,1933682612,S. Sitek,This box of words is definitely entertainment at work. It is exactly as it is described. There is a variety of words to use. A great product for those with personalities!,Great product.,1292976000,1
361,5,TRUE,"04 05, 2014",A2PJOSU5ND84S1,6050036071,LaTavia E.,I love it! Use it all the time. Really works perfectly with all games that you need a mic for.,USB microphone,1396656000,0
362,5,FALSE,"08 25, 2014",A22QFL2QV9336P,2005263,Morris E. Graham,"Another great Hillerman Leaphorn-Chee mystery. As usual, Hillerman brings a modern mystery into Navajo reservation. An execution stryle murder leaves leaphorn and Chee puzzles and they try to unravel the hows and whys. Finally Chee gets the girl! This is excellent.",The Sinister Pig is a must read,1408924800,0
365,3,TRUE,"08 22, 2014",A18A4U7H4MWSP,2005263,RIki Blahut,Predictably fun to read.,Three Stars,1408665600,0
369,5,TRUE,"08 24, 2017",AZ5FO974G43AY,1933682612,Kindle Customer,These are hilarious! We have them up on our fridge at our apartment and are a great way to pass time. Not to mention - they are a great way to provide friendly (or not so friendly insults). Only recommendation would be if we could have some blank magnets to write names on to extend the insult! Love these obscenities!,We have them up on our fridge at our apartment and are a great way to pass time,1503532800,0
371,5,TRUE,"08 14, 2014",A18CEK0KG2GQYT,2005263,grannie annie,"I've always enjoyed Tony Hillerman books and this one is no exception. I love them because the detective mysteries are not predictable, the chance to learn about the Navajo culture, and the books are safe to read to any of my grandchildren.",I've always enjoyed Tony Hillerman books and this one is no exception,1407974400,0
372,1,TRUE,"07 20, 2017",AZTSUYYLXVEOR,1933682612,Alex Nguyen,this was alright. The magnets are really weak. Mines keep falling off the fridge. Would not recommend. They're also really small and not worthwhile,Would not recommend. They're also really small and not,1500508800,0
377,5,TRUE,"08 11, 2014",AX1NAI8PKSVWM,2005263,Frances K. Gange,"You can never go wrong with a Tony Hillerman book. So fascinating, intreguing and sharing of the knowledge of the MidWest keeps the little gray cells entertained. Thank you once again Tony. Recommended reading .... top notched. Fran G.",Recommended reading.,1407715200,0
382,5,TRUE,"10 2, 2013",A24S4PQTXO18B5,7293000936,JD Penn,"This was exactly what was needed and has worked flawlessly since being received. I recommend it, if you need one.",Exactly What Was Needed,1380672000,0
385,4,TRUE,"02 15, 2013",A1P5JY2RNICG8F,7293000936,Evan,"While the product is what it is described as, it unfortunately will give me no signal whatsoever. I believe it is a fault of the a/v cable side, as plugging that in, unplugging it, blowing on it, hissing at it, calling it names, then plugging it back in seems to make it work again. I did check and have the problem across more than one tv, so it's not the tv's fault. I have no way to determine with confidence if it is a fault of the Wii, but I doubt so, as the Wii has no problem with its standard definition cabling that it came with (why, Wii, did you not include component/hdmi cabling by default? HD isn't that rare). Ah, but it is the most inexpensive version of this cable I could find, and the picture is markedly better using this than the original cabling.","I want to give it four stars, but...",1360886400,0
393,5,TRUE,"02 09, 2017",A2IAP0YXF47WCJ,1933682612,Patricia,A plethora of words to make varied sentences.,All the words you need,1486598400,0
396,5,TRUE,"01 20, 2017",A1OUF3DPG2PY1X,1933682612,fishstyqs,Funny,Five Stars,1484870400,0
400,4,TRUE,"11 1, 2011",A2TNDVUGHRJPA4,7293000936,alter,"The video quality is fine but if you have your hdmi plugged directly into your tv and have a separate receiver for audio, the cables are way too short to fit in both, so right now if I want to use the better video signal, I have to use the tv audio. I'll try to rip open the cables to make them reach but this is really a design flaw, although many newer receivers have hdmi connectors on them, there are a lot that don't.",audio cables too short,1320105600,0
407,5,TRUE,"01 07, 2016",A1L1DBY3DQCW35,7544256944,Jose Luis Jimenez Briceo,works perfectly with my wii u game pad,Five Stars,1452124800,0
408,5,TRUE,"06 15, 2014",A1NMMEMQXWKEY5,2005263,Kindle Customer,"I believe this was Tony Hillerman's last work before his death? If so, it is a fitting last hurrah to a stellar writing career. Plot, characterization, dialogue were all imaginative and superbly written. It is a story of good (Leaphorn and Chee) and innocence (Bernadette Manuelito) vs super-rich and powerful evil, and a man who redeems himself from evil through his love for a good, although flawed, woman. Good, innocence, and redemption, after much suspense emerge victorious, of course, and my only disappointment is that the author did not give the villain a more fitting end. I will miss Hillerman and his characters, his respect for American Indian culture, and the thoroughly Catholic world view that underlies his novels. Requiescat in Pace.",Wonderful book,1402790400,0
411,5,TRUE,"03 23, 2016",A33FIOQKYIAT32,1933682612,Kelly Gallivan,so fun!,Five Stars,1458691200,0
413,4,TRUE,"05 19, 2014",AZ29QKQ3P9RSF,2005263,Harvey Moore,Many good characters and story lines. Only one character's story is completed at the end of the book. Leaves you wanting more story about what happens to the everyone else.,Enjoyable read,1400457600,0
414,3,TRUE,"02 09, 2016",A3F52Z6MY3J3O5,1933682612,Ms.Ortease,These are fun to have around.. Always gets attention.,Three Stars,1454976000,0
419,4,TRUE,"04 26, 2014",AJ0S3H4FWF3E6,2005263,Kris Long,"If you like Tony Hillerman's characters and style of writing, this book does not disappoint. Another good read from a good writer.",A good read!,1398470400,0
421,4,TRUE,"02 22, 2012",A1KMSYUCPIE0NS,8176503290,ziponein,"Anyone who has ever played a flight sim can tell this is not like A10-warthog just by reading the info on the game. This is an arcade type game with some sim stuff add to make it sell more and be kind of fun and fast to play. Sometimes we all just want to blow the (blank) out of things and unwind. This is fairly well made and the graphics are ok for what it is(a game). If you want a real flight sim this is not it. If you just want to get online and have some fun with others for a while this is it. The target aircraft can do hard right and left turns that would take the wings of any aircraft and thats not right but this is a game and not a sim. This was made sometime ago and graphics have come along way but it is ok for it's time. You will not have any issues installing this or running this game on most systems with a gtx460 or better. You can max out all setting with one evga gtx560ti 2gb video card. The install dose take some time to get done and it will update for you when you run the sim the first time. This all takes 30min or so counting the install of the game. It is what it is and thats a game not a flight sim but it is fun to play a few hours now and then. I have a solid system and have had no issues running this at all. If you are looking for a real flight sim that has ture reallistic flight of the aircraft and working cockpits, this is not for you. Try A10-warthog or wings over europe or wings over vietnam or IL-2. These are flight sims and run well on any solid sysetm with xp or windows 7 running.",This is not as bad as others have said...,1329868800,0
422,5,TRUE,"04 14, 2014",A34LD0NF74M4YL,2005263,Michael A. Starsheen,"I gave this book five stars because it is fast paced, suspenseful, and a good time. It builds up the characters in new ways, and brings closure to some ongoing story lines.",Another great entry in this series,1397433600,0
